timestamp,agent_id,method,state,pos_x,pos_y,pos_z,current_node,next_node,route
17:17:33.942,1,random,searching,0.0,0.0,0.7,0,5,random
17:17:34.810,1,random,searching,0.0,0.0,18.9,5,11,random
17:17:36.166,1,random,searching,19.26,0.0,39.22,11,7,random
17:17:37.490,1,random,searching,39.28,0.0,20.66,7,13,random
17:17:39.696,1,random,delivering,56.68,0.0,36.9,7,13,random
17:17:42.442,1,random,dropping,9.75,0.0,6.35,7,13,random
17:17:43.492,1,random,searching,9.75,0.0,6.35,7,7,random
17:17:45.933,1,random,searching,20.91,0.0,19.98,6,1,random
17:17:46.850,1,random,searching,20.05,0.0,1.1,1,5,random
17:17:48.140,1,random,searching,0.69,0.0,19.35,5,0,random
17:17:49.024,1,random,searching,0.04,0.0,1.16,0,6,random
17:17:50.310,1,random,searching,19.38,0.0,19.42,6,2,random
17:17:51.634,1,random,searching,39.26,0.0,0.7,2,1,random
17:17:52.517,1,random,searching,21.07,0.0,0.04,1,5,random
17:17:53.870,1,random,searching,0.74,0.0,19.3,5,6,random
17:17:54.751,1,random,searching,18.93,0.0,19.96,6,5,random
17:17:55.634,1,random,searching,0.73,0.0,20.0,5,10,random
17:17:56.549,1,random,searching,0.04,0.0,38.89,10,15,random
17:17:57.534,1,random,searching,0.0,0.0,59.19,15,11,random
17:17:58.824,1,random,searching,19.2,0.0,40.77,11,5,random
17:18:00.150,1,random,searching,0.67,0.0,20.72,5,1,random
17:18:01.472,1,random,searching,19.29,0.0,0.76,1,2,random
17:18:02.421,1,random,searching,38.88,0.0,0.04,2,6,random
17:18:03.713,1,random,searching,20.6,0.0,19.37,6,0,random
17:18:05.036,1,random,searching,0.71,0.0,0.67,0,1,random
17:18:05.916,1,random,searching,18.9,0.0,0.04,1,6,random
17:18:06.832,1,random,searching,19.94,0.0,18.91,6,0,random
17:18:08.123,1,random,searching,0.64,0.0,0.61,0,1,random
17:18:09.005,1,random,searching,18.83,0.0,0.04,1,7,random
17:18:10.362,1,random,searching,39.2,0.0,19.25,7,11,random
17:18:11.691,1,random,searching,20.66,0.0,39.29,11,5,random
17:18:13.015,1,random,searching,0.7,0.0,20.66,5,11,random
17:18:14.305,1,random,searching,19.49,0.0,39.49,11,16,random
17:18:15.254,1,random,searching,19.98,0.0,59.08,16,15,random
17:18:16.172,1,random,searching,1.1,0.0,59.95,15,16,random
17:18:17.054,1,random,searching,19.3,0.0,60.0,16,12,random
17:18:18.408,1,random,searching,39.44,0.0,40.54,12,6,random
17:18:19.730,1,random,searching,20.67,0.0,20.71,6,11,random
17:18:20.612,1,random,searching,20.04,0.0,38.9,11,16,random
17:18:21.597,1,random,searching,20.0,0.0,59.2,16,22,random
17:18:23.837,1,random,delivering,36.98,0.0,76.86,16,22,random
17:18:27.475,1,random,dropping,4.81,0.0,10.0,16,22,random
17:18:28.527,1,random,searching,4.81,0.0,10.0,16,16,random
17:18:31.910,1,random,searching,0.79,0.0,59.96,15,0,random
17:18:34.756,1,random,searching,0.02,0.0,1.16,0,1,random
