timestamp,agent_id,method,state,pos_x,pos_y,pos_z,current_node,next_node,route
18:16:03.808,5,random,searching,-39.51,0.0,40.49,140,156,random
18:16:05.077,5,random,searching,-20.7,0.0,59.3,156,170,random
18:16:06.401,5,random,searching,-39.32,0.0,79.27,170,156,random
18:16:07.687,5,random,searching,-20.48,0.0,60.48,156,155,random
18:16:08.604,5,random,searching,-39.38,0.0,60.02,155,169,random
18:16:10.809,5,random,delivering,-56.47,0.0,76.58,155,169,random
18:16:14.882,5,random,dropping,-7.03,0.0,9.54,155,169,random
18:16:15.935,5,random,searching,-7.03,0.0,9.54,155,155,random
18:16:19.782,5,random,searching,-59.16,0.0,59.97,154,168,random
18:16:21.140,5,random,searching,-79.35,0.0,79.38,168,152,random
18:16:22.462,5,random,searching,-99.26,0.0,60.7,152,151,random
18:16:23.415,5,random,searching,-118.85,0.0,60.04,151,136,random
18:16:24.331,5,random,searching,-119.93,0.0,41.17,136,137,random
18:16:25.249,5,random,searching,-101.07,0.0,40.06,137,122,random
18:16:26.166,5,random,searching,-100.06,0.0,21.19,122,108,random
18:16:27.524,5,random,searching,-80.81,0.0,0.86,108,92,random
18:16:28.846,5,random,searching,-99.3,0.0,-19.23,92,77,random
18:16:30.679,5,random,delivering,-99.84,0.0,-35.32,92,77,random
