timestamp,agent_id,method,state,pos_x,pos_y,pos_z,current_node,next_node,route
00:22:46.818,1,random,searching,0.0,0.0,0.7,0,5,random
00:22:47.654,1,random,delivering,0.0,0.0,15.4,0,5,random
00:22:47.957,1,random,dropping,0.0,0.0,9.8,0,5,random
00:22:48.092,1,random,searching,0.0,0.0,9.8,0,0,random
00:22:49.430,1,random,searching,18.89,0.0,0.04,1,2,random
00:22:50.402,1,random,searching,39.19,0.0,0.0,2,6,random
00:22:51.678,1,random,searching,20.77,0.0,19.2,6,2,random
00:22:52.923,1,random,searching,39.1,0.0,0.9,2,6,random
00:22:54.163,1,random,searching,20.79,0.0,19.21,6,2,random
00:22:55.405,1,random,searching,39.1,0.0,0.9,2,7,random
00:22:56.276,1,random,searching,39.96,0.0,19.08,7,8,random
00:22:57.178,1,random,searching,58.84,0.0,19.95,8,14,random
00:22:58.522,1,random,searching,79.16,0.0,39.21,14,9,random
00:22:59.359,1,random,delivering,79.8,0.0,24.52,14,9,random
00:23:02.913,1,random,dropping,9.54,0.0,2.93,14,9,random
00:23:03.045,1,random,searching,9.54,0.0,2.93,14,14,random
00:23:07.677,1,random,searching,79.93,0.0,21.26,9,4,random
00:23:08.648,1,random,searching,80.0,0.0,0.96,4,8,random
00:23:09.925,1,random,searching,60.73,0.0,19.3,8,3,random
00:23:10.799,1,random,searching,60.04,0.0,1.12,3,8,random
00:23:11.672,1,random,searching,60.0,0.0,19.32,8,13,random
00:23:12.614,1,random,searching,60.0,0.0,38.92,13,12,random
00:23:13.491,1,random,delivering,44.62,0.0,39.75,13,12,random
00:23:15.788,1,random,dropping,9.6,0.0,8.55,13,12,random
00:23:15.923,1,random,searching,9.6,0.0,8.55,13,13,random
00:23:20.020,1,random,searching,40.77,0.0,20.78,7,3,random
00:23:21.326,1,random,searching,59.31,0.0,0.74,3,8,random
00:23:22.193,1,random,searching,59.96,0.0,18.93,8,3,random
00:23:23.075,1,random,searching,60.0,0.0,0.73,3,9,random
00:23:24.343,1,random,searching,79.15,0.0,19.19,9,3,random
00:23:25.585,1,random,searching,60.86,0.0,0.86,3,4,random
00:23:26.460,1,random,searching,79.04,0.0,0.04,4,8,random
