timestamp,agent_id,method,state,pos_x,pos_y,pos_z,current_node,next_node,route
18:36:47.603,0,random,searching,-2.17,0.0,-0.67,44848,44547,random
18:36:47.679,0,random,searching,-3.16,0.0,-1.8,44547,44247,random
18:36:47.714,0,random,searching,-3.34,0.0,-3.29,44247,43947,random
18:36:47.748,0,random,searching,-3.35,0.0,-4.79,43947,43646,random
18:36:47.783,0,random,searching,-4.45,0.0,-5.8,43646,43645,random
18:36:47.816,0,random,searching,-5.93,0.0,-6.01,43645,43644,random
18:36:47.850,0,random,searching,-7.43,0.0,-6.02,43644,43343,random
18:36:47.883,0,random,searching,-8.46,0.0,-7.11,43343,43043,random
18:36:47.919,0,random,searching,-8.68,0.0,-8.6,43043,42743,random
18:36:47.952,0,random,searching,-8.7,0.0,-10.1,42743,42442,random
18:36:47.986,0,random,searching,-9.78,0.0,-11.13,42442,42742,random
18:36:48.020,0,random,searching,-10.12,0.0,-9.67,42742,43041,random
18:36:48.054,0,random,searching,-11.3,0.0,-8.75,43041,43040,random
18:36:48.089,0,random,searching,-12.8,0.0,-8.69,43040,43339,random
18:36:48.122,0,random,searching,-13.82,0.0,-7.6,43339,43639,random
18:36:48.156,0,random,searching,-14.03,0.0,-6.11,43639,43939,random
18:36:48.190,0,random,searching,-14.05,0.0,-4.61,43939,43938,random
18:36:48.226,0,random,searching,-14.47,0.0,-3.17,43938,43937,random
18:36:48.294,0,random,searching,-16.96,0.0,-4.84,43937,43936,random
18:36:48.327,0,random,searching,-18.45,0.0,-4.63,43936,43935,random
18:36:48.360,0,random,searching,-19.94,0.0,-4.71,43935,43634,random
18:36:48.393,0,random,searching,-20.72,0.0,-6.0,43634,43334,random
18:36:48.427,0,random,lifting,-20.72,0.0,-6.0,43334,43034,random
18:36:48.926,0,random,delivering,-20.72,0.0,-6.0,43334,43034,random
18:36:49.231,0,random,dropping,-9.19,0.0,-2.66,43334,43034,random
18:36:49.776,0,random,searching,-9.19,0.0,-2.66,43334,43634,random
18:36:50.062,0,random,searching,-20.72,0.0,-6.01,43634,43333,random
18:36:50.095,0,random,searching,-21.78,0.0,-7.07,43333,43332,random
18:36:50.128,0,random,searching,-23.26,0.0,-7.33,43332,43031,random
18:36:50.197,0,random,searching,-25.47,0.0,-9.36,43031,42730,random
18:36:50.230,0,random,searching,-26.48,0.0,-10.47,42730,43031,random
18:36:50.298,0,random,searching,-24.38,0.0,-8.32,43031,43332,random
18:36:50.332,0,random,searching,-23.32,0.0,-7.27,43332,43633,random
18:36:50.366,0,random,searching,-22.26,0.0,-6.2,43633,43934,random
18:36:50.435,0,random,searching,-20.14,0.0,-4.08,43934,44234,random
18:36:50.468,0,random,searching,-21.08,0.0,-2.92,44234,44533,random
18:36:50.501,0,random,searching,-22.19,0.0,-1.9,44533,44532,random
18:36:50.536,0,random,searching,-23.68,0.0,-2.03,44532,44231,random
18:36:50.569,0,random,searching,-24.63,0.0,-3.19,44231,43930,random
18:36:50.638,0,random,searching,-26.73,0.0,-5.34,43930,43630,random
18:36:50.672,0,random,searching,-25.7,0.0,-6.43,43630,43331,random
18:36:50.705,0,random,searching,-24.63,0.0,-7.48,43331,43030,random
18:36:50.740,0,random,searching,-25.78,0.0,-8.44,43030,43029,random
18:36:50.774,0,random,searching,-27.26,0.0,-8.67,43029,43028,random
18:36:50.807,0,random,searching,-28.76,0.0,-8.7,43028,43027,random
18:36:50.841,0,random,searching,-30.26,0.0,-8.7,43027,42726,random
18:36:50.875,0,random,searching,-31.25,0.0,-9.82,42726,42426,random
18:36:50.909,0,random,searching,-31.43,0.0,-11.31,42426,42125,random
18:36:50.943,0,random,searching,-32.47,0.0,-12.39,42125,41824,random
18:36:51.013,0,random,searching,-34.58,0.0,-14.52,41824,41523,random
18:36:51.046,0,random,searching,-35.65,0.0,-15.58,41523,41222,random
18:36:51.080,0,random,searching,-36.71,0.0,-16.64,41222,40921,random
18:36:51.149,0,random,searching,-38.83,0.0,-18.76,40921,40621,random
18:36:51.183,0,random,searching,-37.72,0.0,-19.77,40621,40322,random
18:36:51.216,0,random,searching,-36.68,0.0,-20.85,40322,40023,random
18:36:51.249,0,random,searching,-35.62,0.0,-21.91,40023,40324,random
18:36:51.283,0,random,searching,-34.43,0.0,-20.99,40324,40325,random
18:36:51.317,0,random,searching,-32.95,0.0,-20.76,40325,40026,random
18:36:51.388,0,random,searching,-30.68,0.0,-22.73,40026,40027,random
18:36:51.420,0,random,searching,-29.69,0.0,-21.61,40027,40328,random
18:36:51.454,0,random,searching,-28.6,0.0,-20.58,40328,40329,random
18:36:51.488,0,random,searching,-27.11,0.0,-20.78,40329,40028,random
18:36:51.557,0,random,searching,-29.47,0.0,-22.63,40028,39727,random
18:36:51.590,0,random,searching,-30.41,0.0,-23.8,39727,39726,random
18:36:51.624,0,random,searching,-31.81,0.0,-23.27,39726,40025,random
18:36:51.658,0,random,searching,-32.75,0.0,-22.1,40025,0,random
