timestamp,agent_id,method,state,pos_x,pos_y,pos_z,current_node,next_node,route
00:23:48.464,3,random,searching,0.49,0.0,0.49,0,6,random
00:23:49.734,3,random,searching,19.3,0.0,19.3,6,0,random
00:23:50.999,3,random,searching,0.49,0.0,0.49,0,6,random
00:23:52.279,3,random,searching,19.3,0.0,19.3,6,12,random
00:23:53.948,3,random,searching,39.1,0.0,39.1,12,17,random
00:23:55.209,3,random,delivering,39.79,0.0,55.19,12,17,random
00:23:58.972,3,random,dropping,7.04,0.0,9.76,12,17,random
00:23:59.159,3,random,searching,7.04,0.0,9.76,12,12,random
00:24:03.859,3,random,searching,20.75,0.0,20.75,6,1,random
00:24:05.165,3,random,searching,20.04,0.0,1.16,1,0,random
00:24:06.425,3,random,searching,1.17,0.0,0.07,0,5,random
00:24:07.579,3,random,searching,0.06,0.0,18.94,5,6,random
00:24:08.488,3,random,searching,18.94,0.0,19.94,6,2,random
00:24:09.834,3,random,searching,39.27,0.0,0.69,2,7,random
00:24:10.716,3,random,searching,39.96,0.0,18.88,7,3,random
00:24:11.991,3,random,searching,59.32,0.0,0.64,3,8,random
00:24:12.855,3,random,searching,59.96,0.0,18.83,8,12,random
00:24:14.203,3,random,searching,40.75,0.0,39.2,12,17,random
00:24:15.141,3,random,searching,40.04,0.0,58.79,17,22,random
00:24:16.112,3,random,searching,40.0,0.0,79.09,22,0,random
00:24:20.312,3,random,searching,0.51,0.0,1.01,0,1,random
00:24:21.216,3,random,searching,19.39,0.0,0.03,1,6,random
00:24:22.124,3,random,searching,19.97,0.0,18.92,6,2,random
00:24:23.397,3,random,searching,39.3,0.0,0.66,2,8,random
00:24:24.704,3,random,searching,59.25,0.0,19.3,8,2,random
00:24:25.979,3,random,searching,40.46,0.0,0.47,2,6,random
00:24:27.285,3,random,searching,20.72,0.0,19.32,6,11,random
00:24:28.226,3,random,searching,20.04,0.0,38.9,11,7,random
00:24:29.507,3,random,searching,39.35,0.0,20.61,7,11,random
00:24:30.785,3,random,searching,20.56,0.0,39.44,11,10,random
00:24:31.759,3,random,searching,0.97,0.0,39.97,10,5,random
00:24:32.669,3,random,searching,0.05,0.0,21.1,5,6,random
00:24:33.573,3,random,searching,18.92,0.0,20.06,6,0,random
00:24:34.843,3,random,searching,0.67,0.0,0.71,0,6,random
00:24:36.117,3,random,searching,19.5,0.0,19.5,6,1,random
00:24:37.021,3,random,searching,19.98,0.0,0.61,1,7,random
00:24:38.301,3,random,searching,39.09,0.0,19.12,7,6,random
00:24:39.178,3,random,searching,20.91,0.0,19.96,6,2,random
00:24:40.456,3,random,searching,39.3,0.0,0.74,2,3,random
00:24:41.394,3,random,searching,58.88,0.0,0.04,3,7,random
00:24:42.665,3,random,searching,40.6,0.0,19.36,7,1,random
00:24:43.973,3,random,searching,20.71,0.0,0.67,1,6,random
00:24:44.842,3,random,searching,20.04,0.0,18.85,6,10,random
00:24:46.179,3,random,searching,0.78,0.0,39.18,10,11,random
00:24:47.047,3,random,searching,18.96,0.0,39.96,11,16,random
00:24:47.955,3,random,searching,19.94,0.0,58.83,16,21,random
00:24:48.926,3,random,searching,20.0,0.0,79.13,21,22,random
00:24:49.831,3,random,searching,38.88,0.0,79.95,22,16,random
00:24:51.111,3,random,searching,20.6,0.0,60.63,16,10,random
00:24:52.453,3,random,searching,0.81,0.0,40.82,10,5,random
