timestamp,agent_id,method,state,pos_x,pos_y,pos_z,current_node,next_node,route
20:51:09.578,0,random,searching,-90.0,0.0,-89.3,0,10,random
20:51:10.445,0,random,searching,-90.0,0.0,-71.1,10,0,random
20:51:11.327,0,random,searching,-90.0,0.0,-89.3,0,1,random
20:51:12.244,0,random,searching,-71.11,0.0,-89.96,1,0,random
20:51:13.124,0,random,searching,-89.31,0.0,-90.0,0,11,random
20:51:15.292,0,random,delivering,-73.27,0.0,-73.38,0,11,random
20:51:15.463,0,random,delivering,-70.79,0.0,-70.9,11,12,random
20:51:19.669,0,random,dropping,-9.96,0.0,-9.97,11,12,random
20:51:20.719,0,random,searching,-9.96,0.0,-9.97,11,0,random
20:51:26.149,0,random,searching,-89.16,0.0,-89.16,0,10,random
20:51:27.030,0,random,searching,-89.96,0.0,-70.98,10,0,random
20:51:27.910,0,random,searching,-90.0,0.0,-89.18,0,10,random
20:51:28.796,0,random,searching,-90.0,0.0,-70.98,10,21,random
20:51:30.147,0,random,searching,-70.68,0.0,-50.71,21,10,random
20:51:31.436,0,random,searching,-89.51,0.0,-69.51,10,21,random
20:51:32.725,0,random,searching,-70.7,0.0,-50.7,21,32,random
20:51:34.081,0,random,searching,-50.9,0.0,-30.9,32,33,random
20:51:37.196,0,random,searching,-30.6,0.0,-10.31,43,32,random
20:51:38.482,0,random,searching,-49.27,0.0,-29.26,32,23,random
20:51:40.482,0,random,searching,-69.29,0.0,-10.68,41,50,random
20:51:41.833,0,random,searching,-89.11,0.0,9.11,50,51,random
20:51:42.714,0,random,searching,-70.93,0.0,9.96,51,60,random
20:51:44.001,0,random,searching,-89.26,0.0,29.23,60,51,random
20:51:45.289,0,random,searching,-70.44,0.0,10.43,51,40,random
20:51:46.610,0,random,searching,-89.32,0.0,-9.28,40,41,random
20:51:47.489,0,random,searching,-71.13,0.0,-9.96,41,52,random
20:51:49.725,0,random,delivering,-53.32,0.0,6.87,41,52,random
20:51:51.896,0,random,dropping,-9.58,0.0,1.23,41,52,random
20:51:52.949,0,random,searching,-9.58,0.0,1.23,41,41,random
20:51:57.221,0,random,searching,-89.26,0.0,9.31,50,51,random
20:51:58.101,0,random,searching,-71.07,0.0,9.96,51,61,random
20:51:59.013,0,random,searching,-70.06,0.0,28.83,61,0,random
20:52:03.077,0,random,searching,-89.77,0.0,9.36,50,60,random
20:52:04.031,0,random,searching,-89.99,0.0,28.96,60,0,random
20:52:09.753,0,random,searching,-90.0,0.0,-89.34,0,11,random
