timestamp,agent_id,method,state,pos_x,pos_y,pos_z,current_node,next_node,route
20:57:27.058,0,random,searching,-89.3,0.0,-90.0,0,1,random
20:57:27.922,0,random,searching,-71.1,0.0,-90.0,1,11,random
20:57:28.837,0,random,searching,-70.06,0.0,-71.13,11,1,random
20:57:29.720,0,random,searching,-70.0,0.0,-89.33,1,10,random
20:57:31.012,0,random,searching,-89.13,0.0,-70.84,10,21,random
20:57:32.333,0,random,searching,-70.67,0.0,-50.73,21,22,random
20:57:33.285,0,random,searching,-51.08,0.0,-50.04,22,21,random
20:57:34.166,0,random,searching,-69.28,0.0,-50.0,21,12,random
20:57:35.455,0,random,searching,-50.82,0.0,-69.15,12,22,random
20:57:36.339,0,random,searching,-50.04,0.0,-50.97,22,33,random
20:57:37.696,0,random,searching,-30.69,0.0,-30.73,33,43,random
20:57:38.649,0,random,searching,-30.04,0.0,-11.14,43,32,random
20:57:40.823,0,random,delivering,-46.83,0.0,-27.0,43,32,random
20:57:42.929,0,random,dropping,-9.84,0.0,-5.67,43,32,random
20:57:43.983,0,random,searching,-9.84,0.0,-5.67,43,43,random
20:57:45.884,0,random,searching,-29.97,0.0,-29.36,33,34,random
20:57:46.798,0,random,searching,-11.08,0.0,-29.97,34,35,random
20:57:47.782,0,random,searching,9.22,0.0,-30.0,35,24,random
20:57:49.064,0,random,searching,-9.21,0.0,-49.18,24,35,random
20:57:50.315,0,random,searching,9.12,0.0,-30.88,35,26,random
20:57:51.637,0,random,searching,29.25,0.0,-49.32,26,16,random
20:57:52.588,0,random,searching,29.96,0.0,-68.9,16,25,random
20:57:53.880,0,random,searching,10.65,0.0,-50.61,25,35,random
20:57:54.830,0,random,searching,10.03,0.0,-31.02,35,26,random
20:57:56.120,0,random,searching,29.31,0.0,-49.35,26,16,random
20:57:57.071,0,random,searching,29.96,0.0,-68.94,16,27,random
20:57:59.350,0,random,searching,11.18,0.0,-69.98,15,6,random
20:58:00.641,0,random,searching,29.4,0.0,-89.36,6,0,random
20:58:06.382,0,random,searching,-88.9,0.0,-89.99,0,11,random
20:58:07.669,0,random,searching,-70.63,0.0,-70.66,11,22,random
20:58:09.296,0,random,searching,-69.87,0.0,-89.38,1,10,random
20:58:31.153,0,random,searching,-69.79,0.0,-70.62,11,10,random
20:58:42.007,0,random,searching,-89.4,0.0,-50.33,20,11,random
20:58:43.299,0,random,searching,-70.72,0.0,-69.27,11,1,random
20:58:44.249,0,random,searching,-70.04,0.0,-88.86,1,12,random
20:58:45.543,0,random,searching,-50.67,0.0,-70.63,12,11,random
20:58:46.426,0,random,searching,-68.86,0.0,-70.04,11,1,random
20:59:05.635,0,random,searching,-89.19,0.0,-50.21,20,31,random
20:59:06.924,0,random,searching,-70.88,0.0,-30.92,31,21,random
20:59:07.808,0,random,searching,-70.04,0.0,-49.1,21,30,random
20:59:09.096,0,random,searching,-89.26,0.0,-30.71,30,31,random
20:59:09.980,0,random,searching,-71.07,0.0,-30.04,31,20,random
20:59:11.269,0,random,searching,-89.37,0.0,-49.34,20,11,random
20:59:12.594,0,random,searching,-70.7,0.0,-69.25,11,12,random
20:59:13.544,0,random,searching,-51.11,0.0,-69.96,12,21,random
20:59:14.833,0,random,searching,-69.4,0.0,-50.64,21,30,random
20:59:17.853,0,random,searching,-89.37,0.0,-69.17,10,11,random
20:59:19.753,0,random,searching,-89.52,0.0,-50.81,20,10,random
20:59:20.637,0,random,searching,-89.98,0.0,-69.01,10,0,random
20:59:21.620,0,random,searching,-90.0,0.0,-89.31,0,1,random
20:59:22.535,0,random,searching,-71.11,0.0,-89.96,1,2,random
20:59:23.521,0,random,searching,-50.81,0.0,-90.0,2,13,random
20:59:24.876,0,random,searching,-30.62,0.0,-70.6,13,22,random
20:59:26.198,0,random,searching,-49.33,0.0,-50.71,22,11,random
20:59:27.521,0,random,searching,-69.29,0.0,-69.34,11,21,random
20:59:28.981,0,random,searching,-69.63,0.0,-88.83,1,11,random
