timestamp,agent_id,method,state,pos_x,pos_y,pos_z,current_node,next_node,route
17:17:33.942,2,random,searching,0.0,0.0,0.7,0,5,random
17:17:34.810,2,random,searching,0.0,0.0,18.9,5,1,random
17:17:36.098,2,random,searching,19.33,0.0,0.63,1,6,random
17:17:36.980,2,random,searching,19.96,0.0,18.82,6,5,random
17:17:37.896,2,random,searching,1.09,0.0,19.94,5,0,random
17:17:38.813,2,random,searching,0.06,0.0,1.06,0,1,random
17:17:39.731,2,random,searching,18.93,0.0,0.06,1,7,random
17:17:41.086,2,random,searching,39.27,0.0,19.31,7,12,random
17:17:42.917,2,random,delivering,39.84,0.0,35.4,7,12,random
17:17:44.917,2,random,dropping,9.49,0.0,8.43,7,12,random
17:17:45.967,2,random,searching,9.49,0.0,8.43,7,7,random
17:17:48.786,2,random,searching,20.84,0.0,39.09,11,15,random
17:17:50.175,2,random,searching,0.58,0.0,59.42,15,21,random
17:17:52.381,2,random,delivering,16.91,0.0,76.73,15,21,random
17:17:55.736,2,random,dropping,2.15,0.0,9.74,15,21,random
17:17:56.786,2,random,searching,2.15,0.0,9.74,15,15,random
17:18:00.558,2,random,searching,19.51,0.0,79.5,21,0,random
17:18:04.495,2,random,searching,0.16,0.0,0.64,0,5,random
17:18:05.375,2,random,searching,0.01,0.0,18.84,5,1,random
17:18:06.663,2,random,searching,19.37,0.0,0.6,1,5,random
17:18:07.953,2,random,searching,0.58,0.0,19.42,5,11,random
17:18:09.276,2,random,searching,19.32,0.0,39.28,11,5,random
17:18:10.568,2,random,searching,0.49,0.0,20.49,5,1,random
17:18:11.894,2,random,searching,19.32,0.0,0.72,1,6,random
17:18:12.776,2,random,searching,19.96,0.0,18.91,6,12,random
17:18:14.136,2,random,searching,39.25,0.0,39.21,12,18,random
17:18:15.527,2,random,searching,59.52,0.0,59.52,18,23,random
17:18:16.476,2,random,searching,59.98,0.0,79.11,23,0,random
17:18:21.225,2,random,searching,0.77,0.0,1.02,0,1,random
17:18:22.106,2,random,searching,18.95,0.0,0.06,1,5,random
17:18:23.397,2,random,searching,0.63,0.0,19.34,5,11,random
17:18:24.722,2,random,searching,19.3,0.0,39.25,11,7,random
17:18:26.046,2,random,searching,39.29,0.0,20.66,7,0,random
17:18:28.154,2,random,searching,0.88,0.0,0.46,0,6,random
17:18:29.441,2,random,searching,19.48,0.0,19.47,6,12,random
17:18:30.798,2,random,searching,39.28,0.0,39.28,12,11,random
17:18:31.676,2,random,searching,21.09,0.0,39.96,11,5,random
17:18:33.025,2,random,searching,0.75,0.0,20.71,5,11,random
17:18:34.314,2,random,searching,19.54,0.0,39.54,11,17,random
