timestamp,agent_id,method,state,pos_x,pos_y,pos_z,current_node,next_node,route
20:57:27.059,5,random,searching,89.3,0.0,90.0,99,98,random
20:57:27.926,5,random,searching,71.1,0.0,90.0,98,97,random
20:57:28.907,5,random,searching,50.8,0.0,90.0,97,86,random
20:57:30.266,5,random,searching,30.62,0.0,70.59,86,97,random
20:57:31.557,5,random,searching,49.41,0.0,89.41,97,96,random
20:57:32.437,5,random,searching,31.22,0.0,89.96,96,95,random
20:57:33.421,5,random,searching,10.92,0.0,90.0,95,85,random
20:57:34.337,5,random,searching,10.05,0.0,71.12,85,75,random
20:57:35.321,5,random,searching,10.0,0.0,50.82,75,86,random
20:57:36.613,5,random,searching,29.2,0.0,69.23,86,96,random
20:57:37.562,5,random,searching,29.95,0.0,88.82,96,95,random
20:57:38.481,5,random,searching,11.09,0.0,89.94,95,96,random
20:57:39.364,5,random,searching,29.29,0.0,90.0,96,85,random
20:57:40.653,5,random,searching,10.82,0.0,70.85,85,84,random
20:57:41.606,5,random,searching,-8.76,0.0,70.05,84,74,random
20:57:42.523,5,random,searching,-9.93,0.0,51.19,74,73,random
20:57:44.327,5,random,delivering,-25.3,0.0,50.28,74,73,random
20:57:46.564,5,random,dropping,-4.85,0.0,9.63,74,73,random
20:57:47.614,5,random,searching,-4.85,0.0,9.63,74,74,random
20:57:50.895,5,random,searching,9.46,0.0,69.44,85,84,random
20:57:51.775,5,random,searching,-8.73,0.0,69.96,84,85,random
20:57:52.626,5,random,searching,8.77,0.0,70.0,85,94,random
20:57:53.915,5,random,searching,-9.43,0.0,89.39,94,95,random
20:57:54.799,5,random,searching,8.76,0.0,89.96,95,94,random
20:57:55.646,5,random,searching,-8.74,0.0,90.0,94,93,random
20:57:56.632,5,random,searching,-29.04,0.0,90.0,93,94,random
20:57:57.514,5,random,searching,-10.84,0.0,90.0,94,95,random
20:57:58.467,5,random,searching,8.76,0.0,90.0,95,86,random
20:57:59.829,5,random,searching,29.14,0.0,70.81,86,87,random
20:58:00.779,5,random,searching,48.73,0.0,70.05,87,77,random
20:58:01.695,5,random,searching,49.92,0.0,51.19,77,76,random
20:58:02.612,5,random,searching,31.06,0.0,50.06,76,65,random
20:58:03.967,5,random,searching,10.79,0.0,30.75,65,66,random
20:58:04.854,5,random,searching,28.97,0.0,30.04,66,76,random
20:58:05.773,5,random,searching,29.94,0.0,48.92,76,86,random
20:58:06.754,5,random,searching,30.0,0.0,69.21,86,95,random
20:58:08.112,5,random,searching,10.58,0.0,89.39,95,84,random
20:58:09.435,5,random,searching,-9.29,0.0,70.67,84,95,random
20:58:10.718,5,random,searching,9.5,0.0,89.5,95,86,random
20:58:12.043,5,random,searching,29.28,0.0,70.68,86,87,random
20:58:12.989,5,random,searching,48.87,0.0,70.04,87,78,random
20:58:14.345,5,random,searching,69.19,0.0,50.77,78,69,random
20:58:15.733,5,random,searching,89.5,0.0,30.5,69,79,random
20:58:16.648,5,random,searching,89.98,0.0,49.39,79,69,random
20:58:17.527,5,random,searching,90.0,0.0,31.19,69,79,random
20:58:18.409,5,random,searching,90.0,0.0,49.39,79,88,random
20:58:19.764,5,random,searching,70.5,0.0,69.48,88,87,random
20:58:20.713,5,random,searching,50.91,0.0,69.98,87,77,random
20:58:21.629,5,random,searching,50.05,0.0,51.1,77,78,random
20:58:22.544,5,random,searching,68.92,0.0,50.06,78,88,random
20:58:23.464,5,random,searching,69.94,0.0,68.93,88,97,random
20:58:24.821,5,random,searching,50.69,0.0,89.27,97,88,random
20:58:26.105,5,random,searching,69.52,0.0,70.48,88,79,random
20:58:27.461,5,random,searching,89.32,0.0,50.68,79,88,random
20:58:28.750,5,random,searching,70.51,0.0,69.49,88,78,random
20:58:29.629,5,random,searching,70.03,0.0,51.29,78,77,random
20:58:30.547,5,random,searching,51.17,0.0,50.08,77,76,random
20:58:31.529,5,random,searching,30.87,0.0,50.0,76,67,random
20:58:32.819,5,random,searching,49.26,0.0,30.78,67,68,random
20:58:33.769,5,random,searching,68.84,0.0,30.04,68,78,random
20:58:34.685,5,random,searching,69.94,0.0,48.91,78,87,random
20:58:36.041,5,random,searching,50.7,0.0,69.26,87,0,random
20:58:45.613,5,random,searching,48.79,0.0,50.27,77,68,random
20:58:47.004,5,random,searching,69.54,0.0,30.44,68,69,random
20:58:47.954,5,random,searching,89.14,0.0,30.02,69,0,random
20:58:52.498,5,random,searching,69.73,0.0,49.35,78,0,random
20:59:03.430,5,random,searching,49.32,0.0,49.06,77,76,random
20:59:04.312,5,random,searching,31.14,0.0,49.94,76,67,random
20:59:05.602,5,random,searching,49.42,0.0,30.62,67,68,random
20:59:06.552,5,random,searching,69.01,0.0,30.03,68,79,random
20:59:07.912,5,random,searching,89.29,0.0,49.33,79,0,random
20:59:27.797,5,random,searching,89.48,0.0,29.66,69,59,random
20:59:28.713,5,random,searching,89.98,0.0,10.77,59,68,random
